event_type,failure_reason,amount,historical_action,ml_action,historical_net_value,ml_expected_net_value,ml_true_net_value,oracle_net_value
payment_failure,bank_decline,1323.35,reminder,reminder,930.6222281348872,438.93255283026184,930.6222281348872,972.9608774532392
payment_failure,technical_failure,1649.34,no_action,reminder,690.945558436883,354.0892465491617,977.4578702684184,1051.8803574419023
overdue_invoice,bank_decline,12078.49,retry,reminder,8327.16415134324,3029.0794703249103,9083.51717707586,9329.647685778918
checkout_abandonment,authentication_failure,10652.86,reminder,personalized_offer,7480.694631005504,3100.4155918939396,6912.393813773569,7691.425684412629
checkout_abandonment,unknown,8708.92,no_action,reminder,4525.977602953356,1975.8434840832715,5926.518885878443,5926.518885878443
overdue_invoice,expired_card,11546.02,payment_update,retry,9373.900103211883,1849.6293474115191,8289.27356531874,9449.95753243106
checkout_abandonment,technical_failure,1001.41,payment_update,retry,625.15734153773,202.29500276426364,651.9300205068791,651.9300205068791
overdue_invoice,unknown,306.78,personalized_offer,personalized_offer,-24.542399999999997,86.09905427457853,184.11888564237947,200.57071725697037
checkout_abandonment,bank_decline,11797.85,reminder,reminder,7781.546198847895,2601.8287723701687,7781.546198847895,8719.269723457466
checkout_abandonment,unknown,910.94,payment_update,personalized_offer,-1.0,161.471006503833,474.4046173668574,502.0542547629937
subscription_failure,bank_decline,822.24,reminder,personalized_offer,-1.0,223.07709395396597,459.2197302635313,519.5879554826676
checkout_abandonment,insufficient_funds,5560.21,reminder,payment_update,3775.530136105055,1168.0190109973582,3916.743251242304,3916.743251242304
overdue_invoice,expired_card,2116.67,reminder,payment_update,-1.0,519.7774324504321,1420.01154106413,1420.01154106413
payment_failure,unknown,502.96,retry,payment_update,-2.0,119.18575233122556,317.4760831362021,317.4760831362021
checkout_abandonment,expired_card,678.61,no_action,payment_update,373.4773702377244,182.40578492461185,505.1244473063224,505.1244473063224
subscription_failure,bank_decline,1216.13,payment_update,reminder,825.5328749310954,316.3052860439753,755.7387234721001,862.757479391956
overdue_invoice,bank_decline,1832.56,personalized_offer,retry,1168.6463058676948,374.9350835939691,1255.7623965517528,1433.7774869281477
payment_failure,unknown,266.63,payment_update,reminder,143.3530349379691,57.65926680709536,149.57759259785263,149.57759259785263
subscription_failure,bank_decline,2454.73,retry,payment_update,1749.0244240518978,491.8515653044126,1857.7386133721288,1880.2298174429047
subscription_failure,insufficient_funds,5240.45,payment_update,payment_update,3166.23736571842,1198.7137760332687,3166.23736571842,3166.23736571842
payment_failure,expired_card,387.29,reminder,retry,314.3519172147231,117.62889853095763,276.39028756531127,314.3519172147231
overdue_invoice,technical_failure,6717.42,personalized_offer,personalized_offer,-537.3936,1353.3890379779277,3402.8477280514107,3757.932037805432
payment_failure,insufficient_funds,663.35,reminder,payment_update,332.0627654579997,80.12933648116899,350.5974721422696,350.5974721422696
overdue_invoice,expired_card,3212.15,payment_update,payment_update,2362.586514723592,759.5142898352938,2362.586514723592,2362.586514723592
checkout_abandonment,unknown,1158.65,reminder,payment_update,714.9749233329348,354.36233860710934,761.7538507504319,761.7538507504319
overdue_invoice,technical_failure,4373.78,retry,payment_update,2616.269710162559,1312.778558613181,2674.6745327156445,2674.6745327156445
subscription_failure,insufficient_funds,528.16,reminder,payment_update,-1.0,155.05074083182785,339.4114906620995,339.4114906620995
payment_failure,technical_failure,345.79,payment_update,payment_update,198.6853651386696,95.57476249472658,198.6853651386696,210.18728703337317
checkout_abandonment,unknown,11028.04,retry,payment_update,-2.0,2543.8981675745117,8875.538764322662,8961.915504858003
subscription_failure,unknown,1735.81,personalized_offer,personalized_offer,973.1343294572123,522.0028167219034,973.1343294572123,1112.261235612753
checkout_abandonment,insufficient_funds,1311.31,payment_update,reminder,957.5784189813604,239.69404715668088,949.2335892467196,957.5784189813604
subscription_failure,authentication_failure,690.84,reminder,retry,521.6852752232872,183.60555820741388,538.410907610259,538.410907610259
checkout_abandonment,technical_failure,906.55,personalized_offer,retry,475.98966449777595,181.49714001065965,528.0836159049662,529.4964386573938
checkout_abandonment,expired_card,1269.65,reminder,payment_update,629.0443870079714,391.70816583629664,839.8953612091838,839.8953612091838
checkout_abandonment,technical_failure,537.63,payment_update,reminder,399.5133977902551,158.31644288072505,421.3441321448211,475.00516792778814
payment_failure,technical_failure,1686.37,personalized_offer,reminder,1128.400297155431,349.7190385787736,1368.4279005214553,1378.1566845825114
payment_failure,authentication_failure,1390.98,reminder,reminder,949.7847746859212,350.3309619600441,949.7847746859212,1028.0739122401906
checkout_abandonment,authentication_failure,8831.11,retry,payment_update,5143.100580732425,1300.0890845628842,5089.773266930885,5143.100580732425
checkout_abandonment,insufficient_funds,2504.81,payment_update,payment_update,1801.1393608649123,495.2585239578484,1801.1393608649123,1819.032459442154
checkout_abandonment,authentication_failure,1986.85,personalized_offer,personalized_offer,-158.948,600.3956188190022,1051.6111234771204,1058.1677289698798
checkout_abandonment,technical_failure,1742.38,no_action,personalized_offer,0.0,486.6605604190444,1151.1980881941683,1301.6662310395518
subscription_failure,expired_card,362.69,payment_update,payment_update,293.70600527093814,111.56093638440142,293.70600527093814,293.70600527093814
overdue_invoice,expired_card,2749.28,payment_update,payment_update,2053.453607538297,1042.6061939001147,2053.453607538297,2053.453607538297
payment_failure,insufficient_funds,1638.82,reminder,payment_update,860.6401471048734,446.50678016167575,891.5066989275575,935.2009832665825
overdue_invoice,expired_card,341.46,no_action,payment_update,0.0,86.11455742787167,223.9279177114799,223.9279177114799
overdue_invoice,authentication_failure,472.96,reminder,personalized_offer,-1.0,108.99005714104594,314.88172694718776,358.4430175682905
overdue_invoice,authentication_failure,580.53,no_action,personalized_offer,359.1837530369468,179.26772101500424,366.4378593524609,472.9516173314389
checkout_abandonment,authentication_failure,223.19,reminder,retry,167.3103056055251,41.418845049857666,168.14631656340129,174.94456068719896
payment_failure,unknown,1609.48,payment_update,reminder,-1.0,358.405803190234,1241.2194787832195,1241.2194787832195
checkout_abandonment,expired_card,412.72,reminder,payment_update,315.47975075173724,145.68133983501085,353.52910815355443,353.52910815355443
checkout_abandonment,bank_decline,1335.17,personalized_offer,reminder,897.1419545818728,384.60960923921294,918.80415157191,1003.6355648540264
checkout_abandonment,expired_card,2404.44,reminder,payment_update,-1.0,639.7881300190126,1741.9346978146118,1741.9346978146118
payment_failure,authentication_failure,1604.62,reminder,payment_update,1011.4288308286608,491.49225632729673,1006.568004303258,1011.4288308286608
payment_failure,expired_card,1408.46,payment_update,reminder,1209.995282509036,376.97522245840264,1166.7379548984704,1209.995282509036
checkout_abandonment,expired_card,336.3,no_action,payment_update,212.83770198886435,97.90300119776087,257.6321851671455,257.6321851671455
checkout_abandonment,expired_card,950.07,payment_update,payment_update,720.0191212192801,265.19398300819745,720.0191212192801,720.0191212192801
overdue_invoice,unknown,811.58,no_action,personalized_offer,0.0,289.3708418698398,503.84143000632577,516.0775547674589
subscription_failure,authentication_failure,2310.02,reminder,payment_update,1264.6932738120238,620.8891310937071,1542.075179820322,1542.075179820322
payment_failure,unknown,6244.35,reminder,personalized_offer,4410.364816051415,1948.813236784206,4487.961197285407,4487.961197285407
checkout_abandonment,unknown,605.59,payment_update,reminder,466.1244695485675,204.24578002283135,489.65149751608703,489.65149751608703
payment_failure,unknown,4116.95,no_action,reminder,0.0,766.8040679183275,2680.713839859853,2945.9644880248848
overdue_invoice,insufficient_funds,994.96,reminder,reminder,707.4336760435524,190.77469882961907,707.4336760435524,707.4336760435524
overdue_invoice,insufficient_funds,7050.56,reminder,reminder,6064.24215304839,1952.6785648273617,6064.24215304839,6064.24215304839
payment_failure,insufficient_funds,1140.47,no_action,reminder,784.7501335609421,312.2560782492742,980.9550505870924,980.9550505870924
payment_failure,unknown,507.77,personalized_offer,payment_update,-40.6216,146.33453351367456,352.3664676536542,368.2005293166436
payment_failure,authentication_failure,4742.65,no_action,personalized_offer,0.0,772.3763074960787,3081.5835093663973,3347.842573584201
subscription_failure,bank_decline,510.24,retry,personalized_offer,339.8304954942002,126.84651469802634,321.80642698699967,372.28482679495113
checkout_abandonment,authentication_failure,1076.04,reminder,payment_update,-1.0,233.02535379441872,803.8044563131891,803.8044563131891
checkout_abandonment,insufficient_funds,3457.25,personalized_offer,personalized_offer,2123.687605953288,769.9632537014745,2123.687605953288,2284.1262766274285
subscription_failure,bank_decline,515.64,retry,retry,356.11080248507113,86.53611550527907,356.11080248507113,431.8558291867308
payment_failure,authentication_failure,288.77,personalized_offer,reminder,200.0770909173508,68.81223454606526,218.00039130235308,224.1360357723068
subscription_failure,insufficient_funds,4531.54,personalized_offer,personalized_offer,3099.5817289218753,249.4881863845331,3099.5817289218753,3278.5736716136744
payment_failure,unknown,1426.57,reminder,reminder,1044.2448020379647,320.6600365551492,1044.2448020379647,1099.859690343653
checkout_abandonment,expired_card,1855.24,no_action,payment_update,1115.583516987719,520.5709102933878,1374.2226207859626,1444.3231241888436
overdue_invoice,expired_card,3647.75,reminder,payment_update,2579.1259762000386,1109.4097695678165,2783.64570733892,2783.64570733892
payment_failure,technical_failure,11927.11,retry,reminder,7692.453867825262,2400.1917160334724,7621.750413600672,8136.491713147049
payment_failure,authentication_failure,1130.96,retry,payment_update,753.142610906638,319.18153141972516,717.6847872212927,769.1572066957651
overdue_invoice,insufficient_funds,2277.4,no_action,reminder,1474.6582908022267,466.9883365299902,1686.8964511907886,1836.9561035733832
checkout_abandonment,authentication_failure,891.72,retry,reminder,662.6761003946447,151.4872681560916,636.1897346812268,681.940144641381
payment_failure,authentication_failure,2590.74,retry,reminder,1826.1966146813195,598.7535248394421,1812.207594622036,1866.3125633596164
overdue_invoice,unknown,5493.54,retry,payment_update,3974.388949030936,1073.3437960357523,4320.698789557344,4544.4174679965945
payment_failure,expired_card,971.19,payment_update,reminder,754.2418158769311,261.37134676759973,670.4323730783967,754.2418158769311
payment_failure,bank_decline,1933.12,reminder,reminder,1492.703907451446,358.37735049857315,1492.703907451446,1492.703907451446
payment_failure,bank_decline,2320.37,payment_update,payment_update,1597.5120267305422,290.3012722442986,1597.5120267305422,1628.940062169676
subscription_failure,authentication_failure,1039.07,no_action,payment_update,0.0,326.41877225855256,663.8512459086659,672.0779817156936
checkout_abandonment,authentication_failure,1842.45,payment_update,reminder,1295.9697285911243,372.0376997154377,1257.028465525903,1306.051219533787
subscription_failure,expired_card,2542.58,reminder,payment_update,1718.7455137495874,795.9752684589959,2057.4548411612545,2057.4548411612545
checkout_abandonment,bank_decline,2255.55,reminder,payment_update,-1.0,780.9846700552812,1448.002364727958,1448.002364727958
payment_failure,bank_decline,1097.01,reminder,payment_update,744.4554615117702,300.40594146017474,737.3706241457966,798.9099048135789
payment_failure,technical_failure,1193.52,retry,retry,896.7190480308999,290.28573829611304,896.7190480308999,896.7190480308999
payment_failure,unknown,1784.04,retry,payment_update,1003.886100380802,462.58653119274436,1153.3455085892165,1174.1221413185335
overdue_invoice,insufficient_funds,5719.29,no_action,payment_update,0.0,1355.0738277608757,3718.691019386521,3718.691019386521
payment_failure,insufficient_funds,2374.16,payment_update,reminder,1707.074909714449,576.4877000776328,1835.4234584373205,1835.4234584373205
subscription_failure,unknown,981.23,personalized_offer,payment_update,636.6573834006549,245.83845621715545,699.4984848657632,699.4984848657632
subscription_failure,bank_decline,4716.37,reminder,payment_update,-1.0,1003.4226598761597,2524.8437892488278,2524.8437892488278
checkout_abandonment,authentication_failure,343.63,no_action,payment_update,0.0,73.55877172471642,256.92315278363606,256.92315278363606
subscription_failure,technical_failure,776.34,personalized_offer,personalized_offer,411.9685761976501,198.71165022839685,411.9685761976501,541.8382679143627
checkout_abandonment,technical_failure,2783.75,reminder,reminder,-1.0,534.9498856556972,1992.847976860561,2107.507173436131
overdue_invoice,bank_decline,1074.86,reminder,reminder,829.9758466822959,211.62241953976007,829.9758466822959,829.9758466822959
checkout_abandonment,bank_decline,2802.85,retry,payment_update,1709.1573010357429,846.7098548791952,1959.562077773465,1959.562077773465
payment_failure,unknown,8167.48,no_action,payment_update,5273.5425982887455,3394.7369122000487,6738.588159576107,6738.588159576107
checkout_abandonment,expired_card,454.69,no_action,personalized_offer,0.0,142.3543785095629,252.12466196132965,317.0151794494507
payment_failure,authentication_failure,425.28,personalized_offer,reminder,166.27978972100436,83.38942583996644,172.1577883506176,188.52521068386915
payment_failure,unknown,1409.14,retry,retry,1065.991858723561,265.8105149535381,1065.991858723561,1065.991858723561
payment_failure,bank_decline,6580.95,reminder,reminder,4617.550743590017,1257.8912042340228,4617.550743590017,4617.550743590017
checkout_abandonment,insufficient_funds,1259.44,reminder,reminder,885.9491159610584,255.77646310122066,885.9491159610584,914.9025134518116
checkout_abandonment,technical_failure,5641.72,payment_update,payment_update,3687.38263154845,1143.1206062200222,3687.38263154845,4139.664481844166
payment_failure,insufficient_funds,340.19,retry,personalized_offer,182.9176911273668,84.81954149422951,188.2129939145276,189.9256753582345
overdue_invoice,bank_decline,808.31,retry,reminder,-2.0,253.5198158184819,556.5190450527167,599.0108693338032
payment_failure,unknown,10923.08,payment_update,personalized_offer,8310.112099246211,3193.631141969098,8342.573847246897,8931.376800086611
checkout_abandonment,insufficient_funds,534.51,personalized_offer,reminder,371.0182880784127,96.92447933292272,397.2009882170047,420.4084246832194
payment_failure,unknown,1623.9,retry,personalized_offer,1016.1413749424682,146.8167617048055,996.5219083816464,1115.280644629018
overdue_invoice,unknown,117.85,retry,reminder,-2.0,33.828628604326624,74.94089390061544,74.94089390061544
payment_failure,insufficient_funds,2926.82,personalized_offer,payment_update,1123.9777654764962,732.8348357186273,1173.8745216502834,1173.8745216502834
payment_failure,bank_decline,1637.99,reminder,personalized_offer,1003.224118791334,261.99574658921586,929.1562087068864,1003.224118791334
overdue_invoice,authentication_failure,1221.08,retry,reminder,754.711542999549,296.24374287096566,773.5958081520013,800.2987585178163
payment_failure,unknown,380.12,personalized_offer,payment_update,228.31558661691554,73.42741822944843,273.64120275856783,273.64120275856783
payment_failure,expired_card,2234.88,reminder,payment_update,1541.3009637028313,623.4779912799887,1744.2073236880426,1744.2073236880426
payment_failure,expired_card,1061.46,retry,personalized_offer,560.9063936989403,249.82260949315702,575.1731935265882,699.5266040649966
subscription_failure,authentication_failure,425.58,no_action,payment_update,0.0,135.80551996765172,285.0668882328653,285.0668882328653
payment_failure,technical_failure,2126.68,no_action,payment_update,1379.3633888769407,333.0511963956976,1725.7732957000535,1763.6050461840348
checkout_abandonment,expired_card,244.49,payment_update,payment_update,186.59727618865324,54.914016112363385,186.59727618865324,186.59727618865324
payment_failure,bank_decline,7379.01,personalized_offer,retry,4730.477144410781,2125.579872385575,4580.885556653975,5152.022463177551
overdue_invoice,technical_failure,889.85,personalized_offer,personalized_offer,541.8525068659333,157.82752671755628,541.8525068659333,697.6993492402567
overdue_invoice,expired_card,2673.46,reminder,payment_update,1909.565190718559,811.8992774853248,1882.2833442397173,1909.565190718559
payment_failure,technical_failure,549.0,no_action,payment_update,0.0,113.78129290302905,341.8989884345221,375.8418525895341
payment_failure,bank_decline,720.59,personalized_offer,reminder,465.7024428274998,146.62913814715048,521.0252500959353,521.0252500959353
subscription_failure,unknown,1737.68,no_action,payment_update,823.6368335706176,491.08024280989645,1109.241979146595,1109.241979146595
payment_failure,expired_card,344.04,no_action,payment_update,111.36167989352508,76.37059539065264,183.96118947184507,183.96118947184507
subscription_failure,expired_card,2257.78,no_action,reminder,1309.0569672720655,717.0814728868957,1508.2969131280547,1669.913363577485
checkout_abandonment,insufficient_funds,1773.68,no_action,reminder,970.2001743668905,371.9358622509561,1199.7624977683292,1311.685072223455
overdue_invoice,unknown,1803.61,payment_update,retry,1202.9321681207612,342.5891124739344,1242.177912642649,1365.4751788289757
payment_failure,insufficient_funds,134.27,retry,payment_update,99.76359101030415,36.520726872338706,91.62568427166106,99.76359101030415
checkout_abandonment,insufficient_funds,315.07,payment_update,retry,191.36599969218364,54.142802948108056,177.06324937014938,191.36599969218364
payment_failure,technical_failure,463.1,payment_update,reminder,-1.0,145.84840325913765,331.5896774127516,371.83296525829616
checkout_abandonment,insufficient_funds,1565.45,payment_update,reminder,1054.7402564482068,465.11007787351224,1147.65472110752,1147.65472110752
checkout_abandonment,technical_failure,1111.07,reminder,payment_update,-1.0,246.1432071102372,747.5945065190324,798.3160296997596
subscription_failure,technical_failure,2644.17,retry,payment_update,2215.841573393389,796.3472137011559,1972.5550345327565,2215.841573393389
payment_failure,insufficient_funds,2271.94,reminder,reminder,1415.0371748032233,659.1943704241241,1415.0371748032233,1480.5780248261474
overdue_invoice,expired_card,150.5,reminder,retry,-1.0,40.45519723470145,96.37356341504491,125.0773163081945
checkout_abandonment,unknown,3206.77,payment_update,payment_update,-1.0,723.6953353099832,1884.787393779581,2009.079167616933
payment_failure,expired_card,2317.44,reminder,payment_update,1745.8405898209564,441.159368145675,1873.9902173442065,1873.9902173442065
payment_failure,unknown,305.32,payment_update,personalized_offer,-1.0,52.53425798691684,191.072825720667,202.41399109070989
payment_failure,authentication_failure,1997.62,reminder,payment_update,1521.5977979040626,537.8687559846765,1438.664753927075,1521.5977979040626
payment_failure,insufficient_funds,1029.56,retry,reminder,593.9820059922024,156.46213236867743,638.5925186180269,713.5134740395555
payment_failure,expired_card,1136.62,reminder,personalized_offer,724.9376859398442,350.5850264212976,806.0891572615037,806.0891572615037
overdue_invoice,insufficient_funds,1673.49,reminder,reminder,761.0018303407982,402.2102917128234,761.0018303407982,773.9503426008229
subscription_failure,insufficient_funds,3111.0,no_action,retry,1369.081920170105,604.2906150279009,1973.0167501367605,2231.1885874911263
overdue_invoice,unknown,1370.83,reminder,retry,1091.2978125276406,258.1547445102118,1017.6732902491966,1091.2978125276406
subscription_failure,insufficient_funds,7751.85,personalized_offer,reminder,5750.529265611627,2128.993849122167,5951.119426797808,5992.356969734435
payment_failure,insufficient_funds,546.12,payment_update,payment_update,378.0187756584892,100.4393963974953,378.0187756584892,378.0187756584892
checkout_abandonment,bank_decline,1465.31,no_action,payment_update,0.0,377.15352852391993,786.6085073465965,786.6085073465965
overdue_invoice,bank_decline,3650.54,reminder,reminder,2692.848188826028,692.6359911102481,2692.848188826028,2818.5487943118064
checkout_abandonment,expired_card,1089.66,personalized_offer,payment_update,-87.17280000000001,292.28189658655816,800.4793968533791,800.4793968533791
payment_failure,technical_failure,2297.22,payment_update,reminder,-1.0,532.569455198419,1607.6697594970472,1722.765075733359
payment_failure,insufficient_funds,2707.16,retry,personalized_offer,1992.056511456027,831.5673215825276,1831.3001918456116,2110.9831978558877
overdue_invoice,bank_decline,1339.7,reminder,payment_update,897.9989941486131,389.6252886943998,801.5998233604063,897.9989941486131
checkout_abandonment,insufficient_funds,160.61,reminder,retry,-1.0,37.96512240796694,102.79651238088697,110.34720332806353
subscription_failure,technical_failure,4025.34,retry,retry,-2.0,726.6810314340917,2541.8607805512843,2851.5910168027503
payment_failure,technical_failure,2804.79,reminder,personalized_offer,1890.556889354391,717.0390083150093,1709.0518523847857,2130.3269794691155
payment_failure,technical_failure,539.89,retry,payment_update,376.3221979545535,156.70614529413976,359.8714140962754,401.65210248150765
subscription_failure,technical_failure,7493.1,retry,payment_update,5022.729988446266,1875.0249485940649,4783.275180474248,5022.729988446266
subscription_failure,technical_failure,269.2,retry,personalized_offer,180.49481539732005,94.47296219950486,165.3466739219689,187.08149784476257
payment_failure,technical_failure,1241.34,no_action,retry,0.0,286.2041387742759,1024.3205744544289,1024.3205744544289
overdue_invoice,unknown,6820.49,reminder,personalized_offer,5362.321630520583,1804.6564752657891,4742.808767893184,5362.321630520583
payment_failure,bank_decline,512.52,retry,retry,190.47785753738304,93.45152439667731,190.47785753738304,228.59391104461275
payment_failure,expired_card,100.0,no_action,reminder,0.0,17.327846287832372,37.71061821212356,48.55167110142011
subscription_failure,bank_decline,1228.07,reminder,reminder,894.471980560033,417.33912661077375,894.471980560033,894.471980560033
checkout_abandonment,technical_failure,335.47,retry,retry,214.07573797149584,86.88761527541999,214.07573797149584,214.07573797149584
payment_failure,bank_decline,7244.37,retry,personalized_offer,4986.13695947109,2602.1170610534673,5371.073275541772,5371.073275541772
subscription_failure,insufficient_funds,1412.23,reminder,payment_update,-1.0,269.42043454222755,633.4644162504455,633.4644162504455
payment_failure,insufficient_funds,6053.82,personalized_offer,personalized_offer,4009.708085043548,1781.947865916801,4009.708085043548,4009.708085043548
subscription_failure,insufficient_funds,839.54,retry,payment_update,604.2851290760408,275.4790156107465,616.6913480551704,616.6913480551704
subscription_failure,bank_decline,3109.84,no_action,personalized_offer,0.0,395.153490839446,2157.099921385513,2322.5459864049653
payment_failure,technical_failure,1515.47,reminder,payment_update,1064.9062308096209,357.9642053199341,948.6775413657932,1073.8418892937048
payment_failure,bank_decline,2213.16,no_action,payment_update,1373.5158550938684,468.3299003170242,1693.5582797779457,1757.2762031752538
payment_failure,authentication_failure,174.61,personalized_offer,payment_update,115.770776234569,39.31493469608988,115.0991178490704,115.770776234569
checkout_abandonment,expired_card,360.16,payment_update,payment_update,282.8840151032324,69.13123980300938,282.8840151032324,282.8840151032324
payment_failure,expired_card,174.5,reminder,reminder,142.40051163790164,39.459752983996296,142.40051163790164,147.58704548132135
overdue_invoice,authentication_failure,100.0,retry,reminder,-2.0,13.423157027223958,61.70959566266925,63.49688066421156
payment_failure,bank_decline,3726.23,payment_update,payment_update,2508.458972704901,757.8739247376366,2508.458972704901,2588.3129354830658
checkout_abandonment,authentication_failure,2070.32,payment_update,payment_update,1381.5341800287508,651.2260490555929,1381.5341800287508,1381.5341800287508
payment_failure,unknown,7664.1,reminder,payment_update,-1.0,1031.2654725915022,5142.143447050255,5142.143447050255
subscription_failure,expired_card,420.48,retry,payment_update,-2.0,143.16899748615273,345.0543096858217,345.0543096858217
payment_failure,unknown,595.28,retry,reminder,-2.0,132.58928255098763,435.0645466661687,451.1688599577409
payment_failure,authentication_failure,2754.27,retry,reminder,-2.0,604.3113804231647,1814.0844684747408,1963.7042424929464
payment_failure,technical_failure,1187.73,reminder,payment_update,712.7438460740218,225.37643963345113,638.5485327783935,712.7438460740218
payment_failure,expired_card,776.21,reminder,personalized_offer,-1.0,227.73116660086808,426.7917896176825,510.4714947000067
subscription_failure,insufficient_funds,269.05,payment_update,payment_update,-1.0,75.2954035315402,216.75172649079744,216.75172649079744
payment_failure,insufficient_funds,4067.01,personalized_offer,retry,3111.9362958894494,843.9876888297272,2716.2475356074674,3265.363551657137
overdue_invoice,authentication_failure,399.1,reminder,retry,279.3311146261695,82.06152781802233,250.7811854471792,279.3311146261695
payment_failure,unknown,3118.03,no_action,payment_update,1452.071021091598,650.4424378224359,1751.934967072934,1751.934967072934
payment_failure,insufficient_funds,764.23,personalized_offer,payment_update,509.2098513278475,226.46676136773556,539.6104640143654,581.8870201227041
payment_failure,insufficient_funds,1751.43,payment_update,payment_update,1239.6078023235304,474.61090992539357,1239.6078023235304,1360.7769541020682
subscription_failure,unknown,3560.4,reminder,reminder,-1.0,1002.2532625553683,2568.4352286515405,2744.9787782930293
checkout_abandonment,bank_decline,332.06,no_action,retry,0.0,73.62799141642095,224.64117297389703,224.64117297389703
checkout_abandonment,insufficient_funds,1599.97,reminder,reminder,1170.4700062201343,397.4681550295212,1170.4700062201343,1216.6229653314665
payment_failure,technical_failure,1309.98,retry,reminder,957.0664558845622,368.9142331793988,876.5749525876357,957.0664558845622
checkout_abandonment,expired_card,461.69,personalized_offer,payment_update,303.973036740886,117.83432513874669,355.22778695076266,362.40736802564857
payment_failure,expired_card,2823.12,no_action,payment_update,0.0,997.996181964908,2010.270039680225,2010.270039680225
payment_failure,technical_failure,797.23,personalized_offer,reminder,506.62494491188,181.65753065486174,523.2519379096465,611.7141411971601
checkout_abandonment,technical_failure,1336.75,no_action,payment_update,569.4030122197029,373.05725004048287,763.476391734521,852.2869230365432
payment_failure,unknown,6817.7,reminder,payment_update,-1.0,1689.6353833262133,5127.560382691058,5598.06134336335
checkout_abandonment,unknown,511.31,no_action,payment_update,0.0,139.20635383184958,318.46195242707785,342.622376057642
payment_failure,technical_failure,1735.58,payment_update,payment_update,-1.0,561.8605124886308,1068.3735782643316,1189.1905182092917
payment_failure,authentication_failure,3353.56,reminder,payment_update,2101.29049212792,1002.931068250904,2354.410956998238,2354.410956998238
payment_failure,expired_card,994.02,retry,payment_update,-2.0,241.21959576056517,586.6254792169304,586.6254792169304
payment_failure,authentication_failure,709.44,reminder,retry,518.1452763738129,132.846374596185,509.36201528934726,541.042343827026
payment_failure,expired_card,5547.67,payment_update,reminder,4613.331777180692,1117.051374483948,3717.538543132158,4613.331777180692
payment_failure,authentication_failure,494.95,reminder,payment_update,312.9846991936942,102.60818114526026,363.9886862922915,363.9886862922915
subscription_failure,expired_card,3502.8,retry,reminder,2279.0661831752864,530.3958342577619,2328.162662965941,2836.4939938825405
overdue_invoice,authentication_failure,935.6,reminder,payment_update,547.6531850889846,159.6256388226971,470.01875680082304,547.6531850889846
overdue_invoice,expired_card,1685.16,reminder,payment_update,1052.1318127511886,677.3281334020712,1286.7190613372345,1286.7190613372345
checkout_abandonment,unknown,816.46,reminder,personalized_offer,-1.0,275.9818854331949,525.1952831289914,535.9523165969215
overdue_invoice,authentication_failure,1268.55,retry,payment_update,758.1896282239093,338.9859995422729,714.69753754333,819.584117211734
checkout_abandonment,authentication_failure,763.52,reminder,personalized_offer,526.3444787374933,280.48430950638,468.4471927078208,526.3444787374933
payment_failure,expired_card,2927.66,retry,personalized_offer,1933.9834367063124,1142.3896190499042,1907.719918529215,2354.918414170266
overdue_invoice,bank_decline,500.17,no_action,payment_update,0.0,119.14496097535545,351.33086847217754,417.06593670277033
payment_failure,expired_card,3900.75,retry,payment_update,2132.118448051413,1114.2280043667306,2551.471030508086,2551.471030508086
checkout_abandonment,technical_failure,629.66,retry,retry,471.5358014308674,171.43246010698533,471.5358014308674,471.5358014308674
payment_failure,bank_decline,1302.42,personalized_offer,retry,879.0688474669143,303.342053642406,918.5165800602964,946.1178618441836
overdue_invoice,unknown,7594.86,reminder,retry,5819.607287199623,2028.3435848706376,5754.158015889815,5819.607287199623
checkout_abandonment,insufficient_funds,127.21,retry,reminder,85.80648170402446,25.02544338900961,96.4775791406023,96.4775791406023
payment_failure,authentication_failure,3479.06,personalized_offer,reminder,2369.8825153327266,876.0221546721589,2498.878663598053,2590.060980446331
checkout_abandonment,insufficient_funds,2451.78,reminder,retry,1697.3804191781685,653.7700389527948,1682.6869961079524,1697.3804191781685
payment_failure,expired_card,3282.12,no_action,payment_update,0.0,970.1692735550694,2856.3192505761967,2856.3192505761967
payment_failure,insufficient_funds,3663.27,retry,personalized_offer,2376.1247798371232,711.0234069400133,2620.2549617529558,2620.2549617529558
subscription_failure,authentication_failure,3062.67,no_action,payment_update,2007.2763062583213,475.1179337075521,2261.215955278475,2418.0729074319743
payment_failure,insufficient_funds,1793.0,retry,retry,-2.0,423.49431514368496,1150.4063569243242,1150.4063569243242
payment_failure,bank_decline,2729.56,retry,payment_update,1998.1603503240892,524.449861920277,2106.046451283338,2183.5792769500104
payment_failure,authentication_failure,7999.52,reminder,reminder,6145.355598748076,2286.434790345337,6145.355598748076,6222.878539432152
payment_failure,insufficient_funds,1566.01,no_action,payment_update,0.0,503.18866818529693,1241.211834486869,1241.211834486869
overdue_invoice,unknown,1180.92,no_action,personalized_offer,513.551590592321,414.02129838291535,702.4408056903917,799.340430191694
payment_failure,bank_decline,1118.87,retry,reminder,-2.0,323.1954636797525,795.4412443023605,880.5823394418674
payment_failure,authentication_failure,387.3,payment_update,personalized_offer,226.9840875712368,76.00714962198487,218.71997991884987,228.4022813840796
overdue_invoice,bank_decline,788.83,reminder,personalized_offer,509.40601686616,199.56009693520315,457.7556104406859,509.40601686616
payment_failure,technical_failure,609.56,personalized_offer,personalized_offer,446.5086719715086,225.63119408415758,446.5086719715086,446.5086719715086
